year,state,demographic,comparing_focus_group,to_reference_group,focus_prevalence_num,reference_prevalence_num,disparity_value_num
2011,Arkansas,Mental Health,Mild Mental Distress,No Mental Distress,30.2,19.2,1.6
2011,Arkansas,Mental Health,No Mental Distress,Severe Mental Distress,19.2,47.7,0.4
2011,Arkansas,Mental Health,No Mental Distress,Mild Mental Distress,19.2,30.2,0.6
2011,California,Mental Health,Severe Mental Distress,Mild Mental Distress,25.6,14.3,1.8
2011,California,Mental Health,Severe Mental Distress,No Mental Distress,25.6,11.0,2.3
2011,California,Mental Health,Mild Mental Distress,Severe Mental Distress,14.3,25.6,0.6
2011,California,Mental Health,Mild Mental Distress,No Mental Distress,14.3,11.0,1.3
2011,California,Mental Health,No Mental Distress,Severe Mental Distress,11.0,25.6,0.4
2011,California,Mental Health,No Mental Distress,Mild Mental Distress,11.0,14.3,0.8
2011,Colorado,Mental Health,Severe Mental Distress,Mild Mental Distress,33.6,19.2,1.8
2011,Colorado,Mental Health,Severe Mental Distress,No Mental Distress,33.6,15.1,2.2
2011,Colorado,Mental Health,Mild Mental Distress,Severe Mental Distress,19.2,33.6,0.6
2011,Colorado,Mental Health,Mild Mental Distress,No Mental Distress,19.2,15.1,1.3
2011,Colorado,Mental Health,No Mental Distress,Severe Mental Distress,15.1,33.6,0.4
2011,Colorado,Mental Health,No Mental Distress,Mild Mental Distress,15.1,19.2,0.8
2011,Connecticut,Mental Health,Severe Mental Distress,Mild Mental Distress,31.2,18.6,1.7
2011,Connecticut,Mental Health,Severe Mental Distress,No Mental Distress,31.2,13.9,2.2
2011,Connecticut,Mental Health,Mild Mental Distress,Severe Mental Distress,18.6,31.2,0.6
2011,Connecticut,Mental Health,Mild Mental Distress,No Mental Distress,18.6,13.9,1.3
2011,Connecticut,Mental Health,No Mental Distress,Severe Mental Distress,13.9,31.2,0.4
2011,Connecticut,Mental Health,No Mental Distress,Mild Mental Distress,13.9,18.6,0.7
2011,Delaware,Mental Health,Severe Mental Distress,Mild Mental Distress,42.0,24.2,1.7
2011,Delaware,Mental Health,Severe Mental Distress,No Mental Distress,42.0,17.8,2.4
2011,Delaware,Mental Health,Mild Mental Distress,Severe Mental Distress,24.2,42.0,0.6
2011,Delaware,Mental Health,Mild Mental Distress,No Mental Distress,24.2,17.8,1.4
2011,Delaware,Mental Health,No Mental Distress,Severe Mental Distress,17.8,42.0,0.4
2011,Delaware,Mental Health,No Mental Distress,Mild Mental Distress,17.8,24.2,0.7
2011,District of Columbia,Mental Health,Severe Mental Distress,Mild Mental Distress,45.9,19.3,2.4
2011,District of Columbia,Mental Health,Severe Mental Distress,No Mental Distress,45.9,16.5,2.8
2011,District of Columbia,Mental Health,Mild Mental Distress,Severe Mental Distress,19.3,45.9,0.4
2011,District of Columbia,Mental Health,Mild Mental Distress,No Mental Distress,19.3,16.5,1.2
2011,District of Columbia,Mental Health,No Mental Distress,Severe Mental Distress,16.5,45.9,0.4
2011,District of Columbia,Mental Health,No Mental Distress,Mild Mental Distress,16.5,19.3,0.9
2011,Florida,Mental Health,Severe Mental Distress,Mild Mental Distress,30.7,22.5,1.4
2011,Florida,Mental Health,Severe Mental Distress,No Mental Distress,30.7,15.1,2.0
2011,Florida,Mental Health,Mild Mental Distress,Severe Mental Distress,22.5,30.7,0.7
2011,Florida,Mental Health,Mild Mental Distress,No Mental Distress,22.5,15.1,1.5
2011,Florida,Mental Health,No Mental Distress,Severe Mental Distress,15.1,30.7,0.5
2011,Florida,Mental Health,No Mental Distress,Mild Mental Distress,15.1,22.5,0.7
2011,Georgia,Mental Health,Severe Mental Distress,Mild Mental Distress,33.0,24.5,1.3
2011,Georgia,Mental Health,Severe Mental Distress,No Mental Distress,33.0,17.4,1.9
2011,Georgia,Mental Health,Mild Mental Distress,Severe Mental Distress,24.5,33.0,0.7
2011,Georgia,Mental Health,Mild Mental Distress,No Mental Distress,24.5,17.4,1.4
2011,Georgia,Mental Health,No Mental Distress,Severe Mental Distress,17.4,33.0,0.5
2011,Georgia,Mental Health,No Mental Distress,Mild Mental Distress,17.4,24.5,0.7
2011,Hawaii,Mental Health,Severe Mental Distress,Mild Mental Distress,30.5,21.5,1.4
2011,Hawaii,Mental Health,Severe Mental Distress,No Mental Distress,30.5,13.6,2.2
2011,Hawaii,Mental Health,Mild Mental Distress,Severe Mental Distress,21.5,30.5,0.7
2011,Hawaii,Mental Health,Mild Mental Distress,No Mental Distress,21.5,13.6,1.6
2011,Hawaii,Mental Health,No Mental Distress,Severe Mental Distress,13.6,30.5,0.4
2011,Hawaii,Mental Health,No Mental Distress,Mild Mental Distress,13.6,21.5,0.6
2011,Idaho,Mental Health,Severe Mental Distress,Mild Mental Distress,31.7,15.6,2.0
2011,Idaho,Mental Health,Severe Mental Distress,No Mental Distress,31.7,14.6,2.2
2011,Idaho,Mental Health,Mild Mental Distress,Severe Mental Distress,15.6,31.7,0.5
2011,Idaho,Mental Health,Mild Mental Distress,No Mental Distress,15.6,14.6,1.1
2011,Idaho,Mental Health,No Mental Distress,Severe Mental Distress,14.6,31.7,0.5
2011,Idaho,Mental Health,No Mental Distress,Mild Mental Distress,14.6,15.6,0.9
2011,Illinois,Mental Health,Severe Mental Distress,Mild Mental Distress,38.8,20.8,1.9
2011,Illinois,Mental Health,Severe Mental Distress,No Mental Distress,38.8,17.2,2.3
2011,Illinois,Mental Health,Mild Mental Distress,Severe Mental Distress,20.8,38.8,0.5
2011,Illinois,Mental Health,Mild Mental Distress,No Mental Distress,20.8,17.2,1.2
2011,Illinois,Mental Health,No Mental Distress,Severe Mental Distress,17.2,38.8,0.4
2011,Illinois,Mental Health,No Mental Distress,Mild Mental Distress,17.2,20.8,0.8
2011,Indiana,Mental Health,Severe Mental Distress,Mild Mental Distress,41.4,26.1,1.6
2011,Indiana,Mental Health,Severe Mental Distress,No Mental Distress,41.4,21.5,1.9
2011,Indiana,Mental Health,Mild Mental Distress,Severe Mental Distress,26.1,41.4,0.6
2011,Indiana,Mental Health,Mild Mental Distress,No Mental Distress,26.1,21.5,1.2
2011,Indiana,Mental Health,No Mental Distress,Severe Mental Distress,21.5,41.4,0.5
2011,Indiana,Mental Health,No Mental Distress,Mild Mental Distress,21.5,26.1,0.8
2011,Iowa,Mental Health,Severe Mental Distress,Mild Mental Distress,37.8,22.4,1.7
2011,Iowa,Mental Health,Severe Mental Distress,No Mental Distress,37.8,17.1,2.2
2011,Iowa,Mental Health,Mild Mental Distress,Severe Mental Distress,22.4,37.8,0.6
2011,Iowa,Mental Health,Mild Mental Distress,No Mental Distress,22.4,17.1,1.3
2011,Iowa,Mental Health,No Mental Distress,Severe Mental Distress,17.1,37.8,0.5
2011,Iowa,Mental Health,No Mental Distress,Mild Mental Distress,17.1,22.4,0.8
2011,Kansas,Mental Health,Severe Mental Distress,Mild Mental Distress,42.2,24.7,1.7
2011,Kansas,Mental Health,Severe Mental Distress,No Mental Distress,42.2,17.7,2.4
2011,Kansas,Mental Health,Mild Mental Distress,Severe Mental Distress,24.7,42.2,0.6
2011,Kansas,Mental Health,Mild Mental Distress,No Mental Distress,24.7,17.7,1.4
2011,Kansas,Mental Health,No Mental Distress,Severe Mental Distress,17.7,42.2,0.4
2011,Kansas,Mental Health,No Mental Distress,Mild Mental Distress,17.7,24.7,0.7
2011,Kentucky,Mental Health,Severe Mental Distress,Mild Mental Distress,50.8,30.4,1.7
2011,Kentucky,Mental Health,Severe Mental Distress,No Mental Distress,50.8,22.6,2.2
2011,Kentucky,Mental Health,Mild Mental Distress,Severe Mental Distress,30.4,50.8,0.6
2011,Kentucky,Mental Health,Mild Mental Distress,No Mental Distress,30.4,22.6,1.3
2011,Kentucky,Mental Health,No Mental Distress,Severe Mental Distress,22.6,50.8,0.4
2011,Kentucky,Mental Health,No Mental Distress,Mild Mental Distress,22.6,30.4,0.7
2011,Louisiana,Mental Health,Severe Mental Distress,Mild Mental Distress,39.0,25.6,1.5
2011,Louisiana,Mental Health,Severe Mental Distress,No Mental Distress,39.0,22.5,1.7
2011,Louisiana,Mental Health,Mild Mental Distress,Severe Mental Distress,25.6,39.0,0.7
2011,Louisiana,Mental Health,Mild Mental Distress,No Mental Distress,25.6,22.5,1.1
2011,Louisiana,Mental Health,No Mental Distress,Severe Mental Distress,22.5,39.0,0.6
2011,Louisiana,Mental Health,No Mental Distress,Mild Mental Distress,22.5,25.6,0.9
2011,Maine,Mental Health,Severe Mental Distress,Mild Mental Distress,39.2,25.0,1.6
2011,Maine,Mental Health,Severe Mental Distress,No Mental Distress,39.2,17.9,2.2
2011,Maine,Mental Health,Mild Mental Distress,Severe Mental Distress,25.0,39.2,0.6
2011,Maine,Mental Health,Mild Mental Distress,No Mental Distress,25.0,17.9,1.4
2011,Maine,Mental Health,No Mental Distress,Severe Mental Distress,17.9,39.2,0.5
2011,Maine,Mental Health,No Mental Distress,Mild Mental Distress,17.9,25.0,0.7
2011,Maryland,Mental Health,Severe Mental Distress,Mild Mental Distress,36.0,21.9,1.6
2011,Maryland,Mental Health,Severe Mental Distress,No Mental Distress,36.0,14.9,2.4
2011,Maryland,Mental Health,Mild Mental Distress,Severe Mental Distress,21.9,36.0,0.6
2011,Maryland,Mental Health,Mild Mental Distress,No Mental Distress,21.9,14.9,1.5
2011,Maryland,Mental Health,No Mental Distress,Severe Mental Distress,14.9,36.0,0.4
2011,Maryland,Mental Health,No Mental Distress,Mild Mental Distress,14.9,21.9,0.7
2011,Massachusetts,Mental Health,Severe Mental Distress,Mild Mental Distress,33.5,17.9,1.9
2011,Massachusetts,Mental Health,Severe Mental Distress,No Mental Distress,33.5,15.2,2.2
2011,Massachusetts,Mental Health,Mild Mental Distress,Severe Mental Distress,17.9,33.5,0.5
2011,Massachusetts,Mental Health,Mild Mental Distress,No Mental Distress,17.9,15.2,1.2
2011,Massachusetts,Mental Health,No Mental Distress,Severe Mental Distress,15.2,33.5,0.5
2011,Massachusetts,Mental Health,No Mental Distress,Mild Mental Distress,15.2,17.9,0.8
2011,Michigan,Mental Health,Severe Mental Distress,Mild Mental Distress,42.8,23.2,1.8
2011,Michigan,Mental Health,Severe Mental Distress,No Mental Distress,42.8,18.8,2.3
2011,Michigan,Mental Health,Mild Mental Distress,Severe Mental Distress,23.2,42.8,0.5
2011,Michigan,Mental Health,Mild Mental Distress,No Mental Distress,23.2,18.8,1.2
2011,Michigan,Mental Health,No Mental Distress,Severe Mental Distress,18.8,42.8,0.4
2011,Michigan,Mental Health,No Mental Distress,Mild Mental Distress,18.8,23.2,0.8
2011,Minnesota,Mental Health,Severe Mental Distress,Mild Mental Distress,32.7,20.9,1.6
2011,Minnesota,Mental Health,Severe Mental Distress,No Mental Distress,32.7,16.2,2.0
2011,Minnesota,Mental Health,Mild Mental Distress,Severe Mental Distress,20.9,32.7,0.6
2011,Minnesota,Mental Health,Mild Mental Distress,No Mental Distress,20.9,16.2,1.3
2011,Minnesota,Mental Health,No Mental Distress,Severe Mental Distress,16.2,32.7,0.5
2011,Minnesota,Mental Health,No Mental Distress,Mild Mental Distress,16.2,20.9,0.8
2011,Mississippi,Mental Health,Severe Mental Distress,Mild Mental Distress,39.0,28.8,1.4
2011,Mississippi,Mental Health,Severe Mental Distress,No Mental Distress,39.0,22.0,1.8
2011,Mississippi,Mental Health,Mild Mental Distress,Severe Mental Distress,28.8,39.0,0.7
2011,Mississippi,Mental Health,Mild Mental Distress,No Mental Distress,28.8,22.0,1.3
2011,Mississippi,Mental Health,No Mental Distress,Severe Mental Distress,22.0,39.0,0.6
2011,Mississippi,Mental Health,No Mental Distress,Mild Mental Distress,22.0,28.8,0.8
2011,Missouri,Mental Health,Severe Mental Distress,Mild Mental Distress,44.0,30.0,1.5
2011,Missouri,Mental Health,Severe Mental Distress,No Mental Distress,44.0,19.2,2.3
2011,Missouri,Mental Health,Mild Mental Distress,Severe Mental Distress,30.0,44.0,0.7
2011,Missouri,Mental Health,Mild Mental Distress,No Mental Distress,30.0,19.2,1.6
2011,Missouri,Mental Health,No Mental Distress,Severe Mental Distress,19.2,44.0,0.4
2011,Missouri,Mental Health,No Mental Distress,Mild Mental Distress,19.2,30.0,0.6
2011,Montana,Mental Health,Severe Mental Distress,Mild Mental Distress,38.4,24.6,1.6
2011,Montana,Mental Health,Severe Mental Distress,No Mental Distress,38.4,18.0,2.1
2011,Montana,Mental Health,Mild Mental Distress,Severe Mental Distress,24.6,38.4,0.6
2011,Montana,Mental Health,Mild Mental Distress,No Mental Distress,24.6,18.0,1.4
2011,Montana,Mental Health,No Mental Distress,Severe Mental Distress,18.0,38.4,0.5
2011,Montana,Mental Health,No Mental Distress,Mild Mental Distress,18.0,24.6,0.7
2011,Nebraska,Mental Health,Severe Mental Distress,Mild Mental Distress,39.3,21.8,1.8
2011,Nebraska,Mental Health,Severe Mental Distress,No Mental Distress,39.3,16.4,2.4
2011,Nebraska,Mental Health,Mild Mental Distress,Severe Mental Distress,21.8,39.3,0.6
2011,Nebraska,Mental Health,Mild Mental Distress,No Mental Distress,21.8,16.4,1.3
2011,Nebraska,Mental Health,No Mental Distress,Severe Mental Distress,16.4,39.3,0.4
2011,Nebraska,Mental Health,No Mental Distress,Mild Mental Distress,16.4,21.8,0.8
2011,Nevada,Mental Health,Severe Mental Distress,Mild Mental Distress,35.0,27.4,1.3
2011,Nevada,Mental Health,Severe Mental Distress,No Mental Distress,35.0,18.7,1.9
2011,Nevada,Mental Health,Mild Mental Distress,Severe Mental Distress,27.4,35.0,0.8
2011,Nevada,Mental Health,Mild Mental Distress,No Mental Distress,27.4,18.7,1.5
2011,Nevada,Mental Health,No Mental Distress,Severe Mental Distress,18.7,35.0,0.5
2011,Nevada,Mental Health,No Mental Distress,Mild Mental Distress,18.7,27.4,0.7
2011,New Hampshire,Mental Health,Severe Mental Distress,Mild Mental Distress,36.1,23.0,1.6
2011,New Hampshire,Mental Health,Severe Mental Distress,No Mental Distress,36.1,14.4,2.5
2011,New Hampshire,Mental Health,Mild Mental Distress,Severe Mental Distress,23.0,36.1,0.6
2011,New Hampshire,Mental Health,Mild Mental Distress,No Mental Distress,23.0,14.4,1.6
2011,New Hampshire,Mental Health,No Mental Distress,Severe Mental Distress,14.4,36.1,0.4
2011,New Hampshire,Mental Health,No Mental Distress,Mild Mental Distress,14.4,23.0,0.6
2011,New Jersey,Mental Health,Severe Mental Distress,Mild Mental Distress,27.0,18.0,1.5
2011,New Jersey,Mental Health,Severe Mental Distress,No Mental Distress,27.0,14.2,1.9
2011,New Jersey,Mental Health,Mild Mental Distress,Severe Mental Distress,18.0,27.0,0.7
2011,New Jersey,Mental Health,Mild Mental Distress,No Mental Distress,18.0,14.2,1.3
2011,New Jersey,Mental Health,No Mental Distress,Severe Mental Distress,14.2,27.0,0.5
2011,New Jersey,Mental Health,No Mental Distress,Mild Mental Distress,14.2,18.0,0.8
2011,New Mexico,Mental Health,Severe Mental Distress,Mild Mental Distress,38.4,21.5,1.8
2011,New Mexico,Mental Health,Severe Mental Distress,No Mental Distress,38.4,17.8,2.2
2011,New Mexico,Mental Health,Mild Mental Distress,Severe Mental Distress,21.5,38.4,0.6
2011,New Mexico,Mental Health,Mild Mental Distress,No Mental Distress,21.5,17.8,1.2
2011,New Mexico,Mental Health,No Mental Distress,Severe Mental Distress,17.8,38.4,0.5
2011,New Mexico,Mental Health,No Mental Distress,Mild Mental Distress,17.8,21.5,0.8
2011,New York,Mental Health,Severe Mental Distress,Mild Mental Distress,30.3,18.7,1.6
2011,New York,Mental Health,Severe Mental Distress,No Mental Distress,30.3,15.1,2.0
2011,New York,Mental Health,Mild Mental Distress,Severe Mental Distress,18.7,30.3,0.6
2011,New York,Mental Health,Mild Mental Distress,No Mental Distress,18.7,15.1,1.2
2011,New York,Mental Health,No Mental Distress,Severe Mental Distress,15.1,30.3,0.5
2011,New York,Mental Health,No Mental Distress,Mild Mental Distress,15.1,18.7,0.8
2011,North Carolina,Mental Health,Severe Mental Distress,Mild Mental Distress,37.7,22.7,1.7
2011,North Carolina,Mental Health,Severe Mental Distress,No Mental Distress,37.7,18.4,2.0
2011,North Carolina,Mental Health,Mild Mental Distress,Severe Mental Distress,22.7,37.7,0.6
2011,North Carolina,Mental Health,Mild Mental Distress,No Mental Distress,22.7,18.4,1.2
2011,North Carolina,Mental Health,No Mental Distress,Severe Mental Distress,18.4,37.7,0.5
2011,North Carolina,Mental Health,No Mental Distress,Mild Mental Distress,18.4,22.7,0.8
2011,North Dakota,Mental Health,Severe Mental Distress,Mild Mental Distress,35.8,24.3,1.5
2011,North Dakota,Mental Health,Severe Mental Distress,No Mental Distress,35.8,19.0,1.9
2011,North Dakota,Mental Health,Mild Mental Distress,Severe Mental Distress,24.3,35.8,0.7
2011,North Dakota,Mental Health,Mild Mental Distress,No Mental Distress,24.3,19.0,1.3
2011,North Dakota,Mental Health,No Mental Distress,Severe Mental Distress,19.0,35.8,0.5
2011,North Dakota,Mental Health,No Mental Distress,Mild Mental Distress,19.0,24.3,0.8
2011,Ohio,Mental Health,Severe Mental Distress,Mild Mental Distress,42.6,25.3,1.7
2011,Ohio,Mental Health,Severe Mental Distress,No Mental Distress,42.6,21.0,2.0
2011,Ohio,Mental Health,Mild Mental Distress,Severe Mental Distress,25.3,42.6,0.6
2011,Ohio,Mental Health,Mild Mental Distress,No Mental Distress,25.3,21.0,1.2
2011,Ohio,Mental Health,No Mental Distress,Severe Mental Distress,21.0,42.6,0.5
2011,Ohio,Mental Health,No Mental Distress,Mild Mental Distress,21.0,25.3,0.8
2011,Oklahoma,Mental Health,Severe Mental Distress,Mild Mental Distress,41.5,28.5,1.5
2011,Oklahoma,Mental Health,Severe Mental Distress,No Mental Distress,41.5,21.5,1.9
2011,Oklahoma,Mental Health,Mild Mental Distress,Severe Mental Distress,28.5,41.5,0.7
2011,Oklahoma,Mental Health,Mild Mental Distress,No Mental Distress,28.5,21.5,1.3
2011,Oklahoma,Mental Health,No Mental Distress,Severe Mental Distress,21.5,41.5,0.5
2011,Oklahoma,Mental Health,No Mental Distress,Mild Mental Distress,21.5,28.5,0.8
2011,Oregon,Mental Health,Severe Mental Distress,Mild Mental Distress,35.7,21.2,1.7
2011,Oregon,Mental Health,Severe Mental Distress,No Mental Distress,35.7,15.7,2.3
2011,Oregon,Mental Health,Mild Mental Distress,Severe Mental Distress,21.2,35.7,0.6
2011,Oregon,Mental Health,Mild Mental Distress,No Mental Distress,21.2,15.7,1.4
2011,Oregon,Mental Health,No Mental Distress,Severe Mental Distress,15.7,35.7,0.4
2011,Oregon,Mental Health,No Mental Distress,Mild Mental Distress,15.7,21.2,0.7
2011,Pennsylvania,Mental Health,Severe Mental Distress,Mild Mental Distress,40.4,22.0,1.8
2011,Pennsylvania,Mental Health,Severe Mental Distress,No Mental Distress,40.4,18.4,2.2
2011,Pennsylvania,Mental Health,Mild Mental Distress,Severe Mental Distress,22.0,40.4,0.5
2011,Pennsylvania,Mental Health,Mild Mental Distress,No Mental Distress,22.0,18.4,1.2
2011,Pennsylvania,Mental Health,No Mental Distress,Severe Mental Distress,18.4,40.4,0.5
2011,Pennsylvania,Mental Health,No Mental Distress,Mild Mental Distress,18.4,22.0,0.8
2011,Rhode Island,Mental Health,Severe Mental Distress,Mild Mental Distress,37.6,23.0,1.6
2011,Rhode Island,Mental Health,Severe Mental Distress,No Mental Distress,37.6,14.7,2.6
2011,Rhode Island,Mental Health,Mild Mental Distress,Severe Mental Distress,23.0,37.6,0.6
2011,Rhode Island,Mental Health,Mild Mental Distress,No Mental Distress,23.0,14.7,1.6
2011,Rhode Island,Mental Health,No Mental Distress,Severe Mental Distress,14.7,37.6,0.4
2011,Rhode Island,Mental Health,No Mental Distress,Mild Mental Distress,14.7,23.0,0.6
2011,South Carolina,Mental Health,Severe Mental Distress,Mild Mental Distress,38.1,23.8,1.6
2011,South Carolina,Mental Health,Severe Mental Distress,No Mental Distress,38.1,19.4,2.0
2011,South Carolina,Mental Health,Mild Mental Distress,Severe Mental Distress,23.8,38.1,0.6
2011,South Carolina,Mental Health,Mild Mental Distress,No Mental Distress,23.8,19.4,1.2
2011,South Carolina,Mental Health,No Mental Distress,Severe Mental Distress,19.4,38.1,0.5
2011,South Carolina,Mental Health,No Mental Distress,Mild Mental Distress,19.4,23.8,0.8
2011,South Dakota,Mental Health,Severe Mental Distress,Mild Mental Distress,36.9,29.3,1.3
2011,South Dakota,Mental Health,Severe Mental Distress,No Mental Distress,36.9,19.2,1.9
2011,South Dakota,Mental Health,Mild Mental Distress,Severe Mental Distress,29.3,36.9,0.8
2011,South Dakota,Mental Health,Mild Mental Distress,No Mental Distress,29.3,19.2,1.5
2011,South Dakota,Mental Health,No Mental Distress,Severe Mental Distress,19.2,36.9,0.5
2011,South Dakota,Mental Health,No Mental Distress,Mild Mental Distress,19.2,29.3,0.7
2011,Tennessee,Mental Health,Severe Mental Distress,Mild Mental Distress,37.3,27.5,1.4
2011,Tennessee,Mental Health,Severe Mental Distress,No Mental Distress,37.3,19.0,2.0
2011,Tennessee,Mental Health,Mild Mental Distress,Severe Mental Distress,27.5,37.3,0.7
2011,Tennessee,Mental Health,Mild Mental Distress,No Mental Distress,27.5,19.0,1.4
2011,Tennessee,Mental Health,No Mental Distress,Severe Mental Distress,19.0,37.3,0.5
2011,Tennessee,Mental Health,No Mental Distress,Mild Mental Distress,19.0,27.5,0.7
2011,Texas,Mental Health,Severe Mental Distress,Mild Mental Distress,32.9,18.5,1.8
2011,Texas,Mental Health,Severe Mental Distress,No Mental Distress,32.9,16.5,2.0
2011,Texas,Mental Health,Mild Mental Distress,Severe Mental Distress,18.5,32.9,0.6
2011,Texas,Mental Health,Mild Mental Distress,No Mental Distress,18.5,16.5,1.1
2011,Texas,Mental Health,No Mental Distress,Severe Mental Distress,16.5,32.9,0.5
2011,Texas,Mental Health,No Mental Distress,Mild Mental Distress,16.5,18.5,0.9
2011,Utah,Mental Health,Severe Mental Distress,Mild Mental Distress,26.3,12.1,2.2
2011,Utah,Mental Health,Severe Mental Distress,No Mental Distress,26.3,8.8,3.0
2011,Utah,Mental Health,Mild Mental Distress,Severe Mental Distress,12.1,26.3,0.5
2011,Utah,Mental Health,Mild Mental Distress,No Mental Distress,12.1,8.8,1.4
2011,Utah,Mental Health,No Mental Distress,Severe Mental Distress,8.8,26.3,0.3
2011,Utah,Mental Health,No Mental Distress,Mild Mental Distress,8.8,12.1,0.7
2011,Vermont,Mental Health,Severe Mental Distress,Mild Mental Distress,36.6,21.4,1.7
2011,Vermont,Mental Health,Severe Mental Distress,No Mental Distress,36.6,14.6,2.5
2011,Vermont,Mental Health,Mild Mental Distress,Severe Mental Distress,21.4,36.6,0.6
2011,Vermont,Mental Health,Mild Mental Distress,No Mental Distress,21.4,14.6,1.5
2011,Vermont,Mental Health,No Mental Distress,Severe Mental Distress,14.6,36.6,0.4
2011,Vermont,Mental Health,No Mental Distress,Mild Mental Distress,14.6,21.4,0.7
2011,Virginia,Mental Health,Severe Mental Distress,Mild Mental Distress,37.0,24.3,1.5
2011,Virginia,Mental Health,Severe Mental Distress,No Mental Distress,37.0,16.9,2.2
2011,Virginia,Mental Health,Mild Mental Distress,Severe Mental Distress,24.3,37.0,0.7
2011,Virginia,Mental Health,Mild Mental Distress,No Mental Distress,24.3,16.9,1.4
2011,Virginia,Mental Health,No Mental Distress,Severe Mental Distress,16.9,37.0,0.5
2011,Virginia,Mental Health,No Mental Distress,Mild Mental Distress,16.9,24.3,0.7
2011,Washington,Mental Health,Severe Mental Distress,Mild Mental Distress,34.7,18.0,1.9
2011,Washington,Mental Health,Severe Mental Distress,No Mental Distress,34.7,13.8,2.5
2011,Washington,Mental Health,Mild Mental Distress,Severe Mental Distress,18.0,34.7,0.5
2011,Washington,Mental Health,Mild Mental Distress,No Mental Distress,18.0,13.8,1.3
2011,Washington,Mental Health,No Mental Distress,Severe Mental Distress,13.8,34.7,0.4
2011,Washington,Mental Health,No Mental Distress,Mild Mental Distress,13.8,18.0,0.8
2011,West Virginia,Mental Health,Severe Mental Distress,Mild Mental Distress,43.0,32.2,1.3
2011,West Virginia,Mental Health,Severe Mental Distress,No Mental Distress,43.0,23.9,1.8
2011,West Virginia,Mental Health,Mild Mental Distress,Severe Mental Distress,32.2,43.0,0.7
2011,West Virginia,Mental Health,Mild Mental Distress,No Mental Distress,32.2,23.9,1.3
2011,West Virginia,Mental Health,No Mental Distress,Severe Mental Distress,23.9,43.0,0.6
2011,West Virginia,Mental Health,No Mental Distress,Mild Mental Distress,23.9,32.2,0.7
2011,Wisconsin,Mental Health,Severe Mental Distress,Mild Mental Distress,37.8,26.4,1.4
2011,Wisconsin,Mental Health,Severe Mental Distress,No Mental Distress,37.8,16.2,2.3
2011,Wisconsin,Mental Health,Mild Mental Distress,Severe Mental Distress,26.4,37.8,0.7
2011,Wisconsin,Mental Health,Mild Mental Distress,No Mental Distress,26.4,16.2,1.6
2011,Wisconsin,Mental Health,No Mental Distress,Severe Mental Distress,16.2,37.8,0.4
2011,Wisconsin,Mental Health,No Mental Distress,Mild Mental Distress,16.2,26.4,0.6
2011,Wyoming,Mental Health,Severe Mental Distress,Mild Mental Distress,37.8,24.6,1.5
2011,Wyoming,Mental Health,Severe Mental Distress,No Mental Distress,37.8,19.8,1.9
2011,Wyoming,Mental Health,Mild Mental Distress,Severe Mental Distress,24.6,37.8,0.7
2011,Wyoming,Mental Health,Mild Mental Distress,No Mental Distress,24.6,19.8,1.2
2011,Wyoming,Mental Health,No Mental Distress,Severe Mental Distress,19.8,37.8,0.5
2011,Wyoming,Mental Health,No Mental Distress,Mild Mental Distress,19.8,24.6,0.8
2012,Alabama,Mental Health,Severe Mental Distress,Mild Mental Distress,41.4,18.3,2.3
2012,Alabama,Mental Health,Severe Mental Distress,No Mental Distress,41.4,23.0,1.8
